,Store,Entrepot,Ids,Titre et auteurs,Uri,Type,Type de document,Date de production
116,HAL, Zone atelier Loire,4236045,"Isabelle Charpentier, Cédric Viviani. Trajectoire des socio-écosystèmes et représentation logicielle -Application au sociohydrosystème de la Ligne Maginot Aquatique. Dynamiques Environnementales - Journal international des géosciences et de l’environnement, A paraître. ⟨hal-04236045⟩",https://hal.science/hal-04236045v1,file,ART,2023
117,HAL, Zone atelier bassin du Rhône,4227625,"Joana Guerrin, Raphaël Morera. Vers une gouvernance fluide. Analyse hydrosociale des paradigmes et des pratiques de gestion des inondations du Rhône et du Gange (Inde, France, Suisse). Séminaire Scientifique Zone Atelier Bassin du Rhône, ZABR, Oct 2020, En ligne, France. ⟨hal-04227625⟩",https://hal.inrae.fr/hal-04227625v1,notice,COMM,2020
118,HAL, Zone atelier Plaine et Val de Sèvre,4224155,"Ronan Marrec, Nicolas Gross, Isabelle Badenhausser, Aurélie Dupeyron, Gaël Caro, et al.. Functional traits of carabid beetles reveal seasonal variation in community assembly in annual crops. 2023. ⟨hal-04224155⟩",https://hal.science/hal-04224155v1,notice,UNDEFINED,2023
119,HAL,Zone atelier territoires uranifères,4208383,"Sylvain Le Berre. Trajectoire du risque de l’uranium vendéen. Entre acceptation et mise en nucléarité (1950-1991). Journées Zone Atelier Territoires Uranifères (ZATU), Zone Atelier Territoires Uranifères (ZATU), Jun 2018, Clermont-Ferrand, France. ⟨hal-04208383⟩",https://hal.inrae.fr/hal-04208383v1,notice,COMM,2018
120,HAL, Zone atelier Loire,4206338,"Marine Durand, Nicolas Legay, Nolwenn Le Guyader, Jonathan Gervaix, Sonia Czarnes, et al.. N-microbial properties are key indicators of fertility in maturating soils built for urban greening.. ESA - CSEE Annual meeting: A change is gonna come, Aug 2022, Montréal Québec, Canada. ⟨hal-04206338⟩",https://hal.inrae.fr/hal-04206338v1,file,POSTER,2022
121,HAL, Zone atelier Plaine et Val de Sèvre,4198643,"Vincent Bretagnolle. 14. Conflits autour des ressources naturelles en territoire rural. Le développement durable à découvert, CNRS Éditions, pp.130-131, 2013, ⟨10.4000/books.editionscnrs.10683⟩. ⟨hal-04198643⟩",https://hal.science/hal-04198643v1,notice,COUV,2013
122,HAL, Zone atelier Plaine et Val de Sèvre,4197121,"Carolina Bravo, Mathieu Sarasa, Vincent Bretagnolle, Olivier Pays. Hedgerows interact with forests to shape the abundance of mesopredators and their predation rate on eggs in farmland landscapes. Science of the Total Environment, 2023, 901 (3), pp.165712. ⟨10.1016/j.scitotenv.2023.165712⟩. ⟨hal-04174750⟩",https://hal.science/hal-04174750v1,file,ART,2023
123,HAL, Zone atelier Armorique,4195133,"Lucie Lecoq, Aude Ernoult, Elodie Fabre, Sebastien Rapinel, Benjamin Carbonne, et al.. Landscape structure influences grassland productivity through plant functional diversity. Agriculture, Ecosystems and Environment, 2023, 357, pp.108650. ⟨10.1016/j.agee.2023.108650⟩. ⟨hal-04195133⟩",https://hal.science/hal-04195133v1,notice,ART,2023
124,HAL,Zone atelier territoires uranifères,4195040,"Sofia Kolovi, Giovanna-Rosa Fois, Sarra Lanouar, Patrick Chardon, Didier Miallier, et al.. Assessing radiation dosimetry for microorganisms in naturally radioactive mineral springs using GATE and Geant4-DNA Monte Carlo simulations. PLoS ONE, 2023, 18 (10), pp.e0292608. ⟨10.1371/journal.pone.0292608⟩. ⟨hal-04195040⟩",https://hal.science/hal-04195040v1,file,ART,2023
125,HAL, Zone atelier Plaine et Val de Sèvre,4193447,"C Pelosi, C Bertrand, V Bretagnolle, M Coeurdassier, O Delhomme, et al.. Glyphosate, AMPA and glufosinate in soils and earthworms in a French arable landscape. Chemosphere, 2022, 301, ⟨10.1016/j.chemosphere.2022.134672⟩. ⟨hal-04193447⟩",https://hal.inrae.fr/hal-04193447v1,file,ART,2022
126,HAL, Zone atelier arc jurassien,4193413,"Clémentine Fritsch, Brice Appenzeller, Louisiane Burkart, Michael Coeurdassier, Renaud Scheifler, et al.. Pervasive exposure of wild small mammals to legacy and currently used pesticide mixtures in arable landscapes. Scientific Reports, 2022, 12, pp.1-23. ⟨10.1038/s41598-022-19959-y⟩. ⟨hal-04193413⟩",https://hal.inrae.fr/hal-04193413v1,file,ART,2022
127,HAL, Zone atelier Plaine et Val de Sèvre,4193413,"Clémentine Fritsch, Brice Appenzeller, Louisiane Burkart, Michael Coeurdassier, Renaud Scheifler, et al.. Pervasive exposure of wild small mammals to legacy and currently used pesticide mixtures in arable landscapes. Scientific Reports, 2022, 12, pp.1-23. ⟨10.1038/s41598-022-19959-y⟩. ⟨hal-04193413⟩",https://hal.inrae.fr/hal-04193413v1,file,ART,2022
128,HAL, Zone atelier Plaine et Val de Sèvre,4192086,"Thomas Schneider-Bruchon, Sabrina Gaba, Vincent Bretagnolle. No effect of model distribution on long-term trends, even with underdispersion. Ecological Informatics, 2023, 77, pp.102222. ⟨10.1016/j.ecoinf.2023.102222⟩. ⟨hal-04192086⟩",https://hal.science/hal-04192086v1,notice,ART,2023
129,HAL, Zone atelier Pyrénées Garonne,4183990,"James Desaegher, David Sheeren, Annie Ouin. Espacement optimal des ressources florales à l'échelle du paysage pour améliorer la pollinisation des cultures. Symposium PSDR4 - Transitions pour le développement des territoires, Oct 2020, Angers, France. ⟨hal-04183990⟩",https://hal.science/hal-04183990v1,notice,COMM,2020
130,HAL, Zone atelier Plaine et Val de Sèvre,4176714,"Almut E Schlaich, Vincent Bretagnolle, Christiaan Both, Ben J Koks, Raymond H G Klaassen. On the Wintering Ecology of Montagu's Harriers in West Africa: Itinerancy in Relation to Varying Annual Environmental Conditions. Ardea, 2023, 111 (1), pp.321-342. ⟨10.5253/arde.2023.a4⟩. ⟨hal-04176714⟩",https://hal.science/hal-04176714v1,file,ART,2023
131,HAL,Zone atelier territoires uranifères,4169696,"Tingting Geng, Olivier Peron, Karine David, Arnaud Mangeret, Mathieu Le Coz, et al.. The use of stable lead isotopes for the identification of the sources and transport processes leading to the release of radioactive contaminants downstream of former uranium mine sites. Goldschmidt 2023, Jul 2023, Lyon, France. ⟨irsn-04169696⟩",https://irsn.hal.science/irsn-04169696v1,file,COMM,2023
132,HAL, Zone atelier Brest Iroise,4162646,"Grégor Marchand, Pierre Stéphan, Yvan Pailler. Introduction. Séances de la Société préhistorique française, 2023, Investigate the Shore, Sound out the Past: Methods and Practices of Maritime Prehistory, 19, pp.11-14. ⟨hal-04162646⟩",https://cnrs.hal.science/hal-04162646v1,file,ART,2023
133,HAL, Zone atelier Alpes,4143796,"Alex Baumel, Cristina Roquet, Sébastien Lavergne, Jan Smyčka, Luc Garraud, et al.. Evolutionary distinctiveness with incomplete isolation of the narrow endemic alpine plant Saxifraga delphinensis Ravaud. Alpine Botany, 2023, 133, pp.85-99. ⟨10.1007/s00035-023-00297-2⟩. ⟨hal-04142470⟩",https://amu.hal.science/hal-04142470v1,file,ART,2023
134,HAL, Zone atelier Plaine et Val de Sèvre,4138208,"Elise Verrier, Vincent Bretagnolle, Pierrick Aupinel, Axel Decourtye, Mickael Henry, et al.. How semi-natural habitats affect the lifespan and foraging behavior of individual honey bees in farmlands?. International Confererence on Ecological Sciences, SFE-GTÖ-EEF, Nov 2022, Metz, France. ⟨hal-04138208⟩",https://hal.inrae.fr/hal-04138208v1,file,COMM,2022
135,HAL, Zone atelier Armorique,4132958,"Isabelle Arpin, Kristina Likhacheva, Vincent Bretagnolle. Organising inter- and transdisciplinary research in practice. The case of the meta-organisation French LTSER platforms. Environmental Science & Policy, 2023, 144, pp.43 - 52. ⟨10.1016/j.envsci.2023.03.009⟩. ⟨hal-04132958⟩",https://hal.science/hal-04132958v1,notice,ART,2023
136,HAL, Zone atelier Alpes,4132958,"Isabelle Arpin, Kristina Likhacheva, Vincent Bretagnolle. Organising inter- and transdisciplinary research in practice. The case of the meta-organisation French LTSER platforms. Environmental Science & Policy, 2023, 144, pp.43 - 52. ⟨10.1016/j.envsci.2023.03.009⟩. ⟨hal-04132958⟩",https://hal.science/hal-04132958v1,notice,ART,2023
137,HAL, Zone atelier Plaine et Val de Sèvre,4132958,"Isabelle Arpin, Kristina Likhacheva, Vincent Bretagnolle. Organising inter- and transdisciplinary research in practice. The case of the meta-organisation French LTSER platforms. Environmental Science & Policy, 2023, 144, pp.43 - 52. ⟨10.1016/j.envsci.2023.03.009⟩. ⟨hal-04132958⟩",https://hal.science/hal-04132958v1,notice,ART,2023
138,HAL, Zone atelier Armorique,4132439,"Jean Nabucet. Les outils du spatial au service de la cartographie, de la caractérisation et du suivi de l’environnement urbain. Semaine Data-SHS, Plateforme universitaire de données de Bretagne, Dec 2021, Rennes, France. ⟨hal-04132439⟩",https://hal.science/hal-04132439v1,notice,COMM,2021
139,HAL, Zone atelier Plaine et Val de Sèvre,4123388,"Marina Querejeta, Lorène Marchal, Paul Pfeiffer, Marilyn Roncoroni, Vincent Bretagnolle, et al.. Environmental variables and species traits as drivers of wild bee pollination in intensive agroecosystems—A metabarcoding approach. Environmental DNA, 2023, 5 (5), pp.1078-1091. ⟨10.1002/edn3.421⟩. ⟨hal-04123388⟩",https://hal.science/hal-04123388v1,file,ART,2023
140,HAL, Zone atelier Armorique,4099770,"Adrien Berquer, Vincent Bretagnolle, Olivier Martin, Sabrina Gaba. Disentangling the effect of nitrogen input and weed control on crop–weed competition suggests a potential agronomic trap in conventional farming. Agriculture, Ecosystems & Environment, 2023, 345, pp.108232. ⟨10.1016/j.agee.2022.108232⟩. ⟨hal-03998892⟩",https://hal.science/hal-03998892v1,file,ART,2023
141,HAL, Zone atelier environnementale urbaine,4096908,"Isabelle Charpentier, Lise Pinault. A timeline computer framework for the representation of multi-scale Human-Nature interactions. 2023. ⟨hal-04096908⟩",https://hal.science/hal-04096908v1,file,UNDEFINED,2023
142,HAL, Zone Atelier Seine,4090660,"Nicolas Flipo, Laurence Lestel, Pierre Labadie, Michel Meybeck, Josette Garnier. Trajectories of the Seine River Basin. Nicolas Flipo; Pierre Labadie; Laurence Lestel. The Seine River Basin, 90, Springer International Publishing, pp.1-28, 2021, The Handbook of Environmental Chemistry, 978-3-030-54259-7. ⟨10.1007/698_2019_437⟩. ⟨hal-04090660⟩",https://minesparis-psl.hal.science/hal-04090660v1,file,COUV,2021
143,HAL, Zone atelier Pyrénées Garonne,4087082,"Jean-Luc Probst. L'étude de la Zone Critique à petite et large échelles de temps et d'espace.. Alters Media, 2023, Dossier ""Zone critique: les sols"", 7, pp.112-115. ⟨hal-04087082⟩",https://hal.science/hal-04087082v1,file,ART,2023
144,HAL,Zone atelier territoires uranifères,4077218,"Sylvain Grangeon, Céline Roux, Catherine Lerouge, Patrick Chardon, Romain Beuzeval, et al.. Geochemical and mineralogical characterization of streams and wetlands downstream a former uranium mine (Rophin, France). Applied Geochemistry, 2023, 150, pp.105586. ⟨10.1016/j.apgeochem.2023.105586⟩. ⟨hal-04074724⟩",https://hal.science/hal-04074724v1,file,ART,2023
145,HAL, Zone atelier Plaine et Val de Sèvre,4073863,"Claire Gay, Sabrina Gaba, Vincent Bretagnolle. The Structure of Plant–Pollinator Networks is Affected by Crop Type in a Highly Intensive Agricultural Landscape. SSRN Electronic Journal, 2023, pp.4378048. ⟨10.2139/ssrn.4378048⟩. ⟨hal-04071662⟩",https://hal.science/hal-04071662v1,file,ART,2023
146,HAL, Zone atelier Armorique,4068621,"Mathilde Letard, Antoine Collin, Dimitri Lague, Thomas Corpetti, Yves Pastol, et al.. Using bispectral full waveform LiDAR to map seamless coastal habitats in 3D. ISPRS Congress, Jun 2022, Nice, France. ⟨hal-04068621⟩",https://hal.science/hal-04068621v1,notice,COMM,2022
147,HAL, Zone atelier Plaine et Val de Sèvre,4041071,"Elsa Berthet, Sabrina Gaba, Cyrille Bombard, Mathieu Goinard, Nicolas Benvegnu, et al.. Setting-up place-based and transdisciplinary research to foster agrifood system transformation: Insights from the Aliment'Actions project in western France. Frontiers in Sustainable Food Systems, 2023, 7, pp.886353. ⟨10.3389/fsufs.2023.886353⟩. ⟨hal-04040811v2⟩",https://hal.science/hal-04040811v2,file,ART,2023
148,HAL, Zone atelier Plaine et Val de Sèvre,4022829,"Jérôme Moreau, Karine Monceau, Malaury Crépin, Flavie Derouin Tochon, Cécilia Mondet, et al.. Feeding partridges with organic or conventional grain triggers cascading effects in life-history traits. Environmental Pollution, 2021, 278, pp.116851. ⟨10.1016/j.envpol.2021.116851⟩. ⟨hal-03167781⟩",https://hal.science/hal-03167781v1,file,ART,2021
149,HAL, Zone atelier environnementale urbaine,4000652,"Cécile Callou, Isabelle Charpentier, Alyssa Clavreul, Hénon Amandine, Dominique Joly, et al.. Politique des données des dispositifs et infrastructures de l'INEE. 2022. ⟨hal-04000652⟩",https://hal.science/hal-04000652v1,file,OTHER,2022
150,HAL,Zone atelier territoires uranifères,3992632,"Aude Beauger, Olivier Voldoire, Elisabeth Allain, Pierre Gosseaume, Christelle Blavignac, et al.. Biodiversity and Environmental Factors Structuring Diatom Assemblages of Mineral Saline Springs in the French Massif Central. Diversity, 2023, 15 (2), pp.283. ⟨10.3390/d15020283⟩. ⟨hal-03992632⟩",https://hal.science/hal-03992632v1,file,ART,2023
151,HAL, Zone atelier Loire,3992632,"Aude Beauger, Olivier Voldoire, Elisabeth Allain, Pierre Gosseaume, Christelle Blavignac, et al.. Biodiversity and Environmental Factors Structuring Diatom Assemblages of Mineral Saline Springs in the French Massif Central. Diversity, 2023, 15 (2), pp.283. ⟨10.3390/d15020283⟩. ⟨hal-03992632⟩",https://hal.science/hal-03992632v1,file,ART,2023
152,HAL, Zone atelier Loire,3992057,"Borbála Hortobágyi, Dov Jean-François Corenblit, Zhu Qing Ding, Luc Lambs, Johannes Steiger. Above- and belowground responses of Populus nigra L. to mechanical stress observed on the Allier River, France.. Géomorphologie : relief, processus, environnement, 2017, 23 (3), pp.219-231. ⟨10.4000/geomorphologie.11748⟩. ⟨hal-01680831⟩",https://hal.science/hal-01680831v1,file,ART,2017
153,HAL, Zone atelier Armorique,3990587,"Eloïse Couthouis, Stéphanie Aviron, Julien Pétillon, Audrey Alignier. Ecological performance underlying ecosystem multifunctionality is promoted by organic farming and hedgerows at the local scale but not at the landscape scale. Journal of Applied Ecology, 2023, 60 (1), pp.17-28. ⟨10.1111/1365-2664.14285⟩. ⟨hal-03923082⟩",https://hal.science/hal-03923082v1,file,ART,2023
154,HAL, Zone atelier environnementale urbaine,3983616,"Isabelle Charpentier, Cédric Viviani. Trajectoire des socio-écosystèmes et représentation logicielle – Regards croisés sur le socio-hydrosystème de la Ligne Maginot Aquatique. 2023. ⟨hal-03983616⟩",https://hal.science/hal-03983616v1,file,UNDEFINED,2023
155,HAL, Zone atelier environnementale urbaine,3980336,Isabelle Charpentier. From rasters to gradients of a social ecological research network. 2023. ⟨hal-03942291v2⟩,https://hal.science/hal-03942291v2,file,UNDEFINED,2023
156,HAL, Zone atelier bassin du Rhône,3979538,Collectif Rhôneco. RhônEco. Le suivi scientifique de la restauration hydraulique et écologique du Rhône. 2000-2015. Évaluer et comprendre pour mieux agir. Université Lyon 1; LEHNA - UMR 5023; INRAE RiverLy; Université de Genève; EVS - UMR 5600. 2016. ⟨hal-03979538⟩,https://hal-lara.archives-ouvertes.fr/hal-03979538v1,file,REPORT,2016
157,HAL, Zone atelier Armorique,3970005,"Léa Uroy, Aude Ernoult, Audrey Alignier, Cendrine Mony. Unveiling the ghosts of landscapes past: changes in landscape connectivity over the last decades are still shaping current woodland plant assemblages. Journal of Ecology, 2023, 111 (5), pp.1063-1078. ⟨10.1111/1365-2745.14079⟩. ⟨hal-03970005⟩",https://hal.inrae.fr/hal-03970005v1,file,ART,2023
158,HAL, Zone atelier Plaine et Val de Sèvre,3968512,"Nicolas Benvegnu. Quelle science pour sortir de l’Anthropocène ?. XVIe Congrès de l’Association française de science politique, AFSP, Jul 2022, Lille, France. ⟨hal-03968512⟩",https://sciencespo.hal.science/hal-03968512v1,notice,COMM,2022
159,HAL, Zone atelier Armorique,3967717,"Lucile Muneret, Benoit Ricci, Aude Vialatte, Stéphanie Aviron, Chantal Ducourtieux, et al.. Carabid beetles have hump‐shaped responses to disturbance and resource gradients within agricultural landscapes. Journal of Applied Ecology, 2023, 60, pp.581-591. ⟨10.1111/1365-2664.14357⟩. ⟨hal-03967717⟩",https://hal.inrae.fr/hal-03967717v1,notice,ART,2023
160,HAL, Zone atelier Plaine et Val de Sèvre,3953955,"Agathe Gaffard, Clotilde Loiseau, Vincent Bretagnolle, Olivier Pays, Jérôme Moreau. Sublethal effects of pesticide residues differ between strains of captive Grey partridge: consequences in terms of rearing conditions.. Applied Animal Behaviour Science, 2022, 257, pp.105791. ⟨10.1016/j.applanim.2022.105791⟩. ⟨hal-03859896⟩",https://u-bourgogne.hal.science/hal-03859896v1,file,ART,2022
161,HAL, Zone atelier Plaine et Val de Sèvre,3948944,"Clément Harmange, Vincent V. Bretagnolle, Mathieu Sarasa, Olivier Pays. Changes in habitat selection patterns of the gray partridge Perdix perdix in relation to agricultural landscape dynamics over the past two decades. Ecology and Evolution, 2019, 9 (9), pp.5236-5247. ⟨10.1002/ece3.5114⟩. ⟨hal-02143350⟩",https://hal.science/hal-02143350v1,file,ART,2019
162,HAL,Zone atelier territoires uranifères,3919827,"Julia Zinsmeister, David Lalanne, Benoit Ly Vu, Benoît Schoefs, Justine Marchand, et al.. ABSCISIC ACID INSENSITIVE 4 coordinates eoplast formation to ensure acquisition of seed longevity during maturation in Medicago truncatula. The Plant Journal, 2023, 113 (5), pp.934-953. ⟨10.1111/tpj.16091⟩. ⟨hal-03919827⟩",https://hal.inrae.fr/hal-03919827v1,file,ART,2023
163,HAL, Zone atelier Armorique,3910574,"Alexandre Joannon, Richard H Moore, Steve W Lyon, Samuel A Miller, Jacques Baudry. A Comparison of Two Modes of Dairy Farming Intensification and the Impact on Water Quality in Ohio, USA. Sustainability, 2022, 14 (10), pp.6201. ⟨10.3390/su14106201⟩. ⟨hal-03910574⟩",https://hal.inrae.fr/hal-03910574v1,file,ART,2022
164,HAL, Zone Atelier Seine,3903955,"Frédéric Gob, Manuel Muntoni, Marie-Anne Germaine. Enjeux de la restauration écologique dans le bassin de la Seine.. Journée de la Zone Atelier Seine 2021, Zone Atelier Seine et Piren Seine, Oct 2021, Paris, France. ⟨hal-03903955⟩",https://hal.science/hal-03903955v1,notice,COMM,2021
165,HAL, Zone Atelier Argonne,3891294,"Olivier Lejeune, Simon Pettelat, Julien Berthe, Alain Devos, Jessy Jaunat. Présentation des résultats du programme KALMAR (Karst et ALimentation des MARais de Germont). Comité de pilotage scientifique ZARG (Zone atelier Argonne), Nov 2022, Charleville, France. ⟨hal-03891294⟩",https://hal.science/hal-03891294v1,notice,COMM,2022
166,HAL, Zone atelier Alpes,3883100,"Florence Magnin, Maëva Cathala, Benjamin Ribeyre. Regards croisés sur les risques liés à la dégradation du permafrost de paroi : entre perception, observation, modélisation et anticipation de l'aléa. Journées Zone Atelier Alpes 2022, Nov 2022, Grenoble, France. ⟨hal-03883100⟩",https://hal.science/hal-03883100v1,annex,COMM,2022
167,HAL, Zone atelier Loire,3877623,"Evan Mesmin, E Gautier, Gilles Arnaud‑fassetta, Guillaume Martins. Les communautés urbaines face à la Loire, utilisation des archives documentaires et sédimentaires pour le recensement et l'étude des crues de la Loire bourguignonne de
1389 au milieu du XIXe s.. Colloque 20 ans de la Zone Atelier Loire (ZAL), Oct 2022, Orléans, France. ⟨hal-03877623⟩",https://hal.science/hal-03877623v1,notice,COMM,2022
168,HAL, Zone atelier Plaine et Val de Sèvre,3873644,"Richard Bardgett, James Bullock, Sandra Lavorel, Peter Manning, Urs Schaffner, et al.. Combatting global grassland degradation. Nature Reviews Earth & Environment, 2021, 2 (10), pp.720-735. ⟨10.1038/s43017-021-00207-2⟩. ⟨hal-03873644⟩",https://hal.science/hal-03873644v1,notice,ART,2021
169,HAL,Zone atelier territoires uranifères,3872622,"Vincent Breton, Elisabeth Allain, Pradeep Angia Siriam Ram, Céline Bailly, Lory-Anne Baker, et al.. IMPACT OF RADIOACTIVITY ON MICROORGANISMS LIVING IN MINERAL SPRINGS. ICHLERA, Jun 2022, Strasbourg, France. ⟨10.1093/rpd/nc0000⟩. ⟨hal-03872622⟩",https://hal.science/hal-03872622v1,file,COMM,2022
170,HAL, Zone atelier bassin du Rhône,3869998,"Hervé Piégay, Olivier Radakovitch, Bertrand Morandi, Agathe Chateauminois, Anne Clémens (Dir.). L’Observatoire des Sédiments du Rhône. 12 années de recherche pour la connaissance et la gestion hydro-sédimentaire du fleuve. Bilans et perspectives scientifiques. pp.1-72, 2022, ⟨10.58165/osr-g471⟩. ⟨hal-03869998⟩",https://hal.science/hal-03869998v1,file,OUV,2022
171,HAL, Zone atelier bassin du Rhône,3869443,"Fanny Arnaud, Isabelle Charpentier, Jean-Pierre Chery, Marie Gradeler, Vincent Bonnal, et al.. Potentialités des frises chrono-systémiques et des cartographies narratives pour communiquer sur les trajectoires des socio-écosystèmes. Journées Prospectives INEE, Oct 2022, La Rochelle, France. ⟨hal-03828948⟩",https://hal.science/hal-03828948v1,annex,COMM,2022
172,HAL, Zone atelier environnementale urbaine,3869443,"Fanny Arnaud, Isabelle Charpentier, Jean-Pierre Chery, Marie Gradeler, Vincent Bonnal, et al.. Potentialités des frises chrono-systémiques et des cartographies narratives pour communiquer sur les trajectoires des socio-écosystèmes. Journées Prospectives INEE, Oct 2022, La Rochelle, France. ⟨hal-03828948⟩",https://hal.science/hal-03828948v1,annex,COMM,2022
173,HAL, Zone atelier Armorique,3864795,"Sébastien Boinot, Cendrine Mony, Guillaume Fried, Aude Ernoult, Stéphanie Aviron, et al.. Weed communities are more diverse, but not more abundant, in dense and complex bocage landscapes. Journal of Applied Ecology, In press, 60 (1), pp.4-16. ⟨10.1111/1365-2664.14312⟩. ⟨hal-03864795⟩",https://hal.inrae.fr/hal-03864795v1,file,ART,2023
174,HAL,Zone atelier territoires uranifères,3842676,"A.-L Nivesse, C Landesman, A Martin, T Arnold, S Sachs, et al.. Uranium speciation and transport behavior in the wetland of the former extraction mine of Rophin (France). ERPW-2022 European Radiation Protection Week 2022, Oct 2022, Estoril, Portugal. ⟨hal-03842676⟩",https://hal.science/hal-03842676v1,notice,COMM,2022
175,HAL, Zone atelier Armorique,3834476,"Rémi Gerber, Lilian Cabon, Christophe Piscart, Jean-Marc Roussel, Benjamin Bergerot. Body stores of emergent aquatic insects are associated with body size, sex, swarming behaviour and dispersal strategies. Freshwater Biology, 2022, 67 (12), pp.2161-2175. ⟨10.1111/fwb.14003⟩. ⟨hal-03829811⟩",https://hal.inrae.fr/hal-03829811v1,file,ART,2022
176,HAL, Zone Atelier Seine,3827575,"Nicolas Flipo (Dir.). The Seine River Basin. Springer, 90, 2021, The Handbook of Environmental Chemistry, 978-3-030-54259-7. ⟨10.1007/978-3-030-54260-3⟩. ⟨hal-03827575⟩",https://hal.science/hal-03827575v1,file,OUV,2021
177,HAL, Zone atelier Armorique,3826958,"Remi Gerber, Benjamin Bergerot, Romain Georges, Jean-Marc Roussel, Christophe Piscart. The Role of Hydrographic Mapping in the Study of Emerging Aquatic Insects on the Landscape Scale. Water, 2022, 14 (19), pp.3019. ⟨10.3390/w14193019⟩. ⟨hal-03826958⟩",https://hal.science/hal-03826958v1,file,ART,2022
178,HAL, Zone atelier Pyrénées Garonne,3823143,"Francesco Ulloa-Cedamanos, Anne Probst, Issam Moussa, Jean-Luc Probst. Chemical weathering and CO2 consumption in a multi-lithological karstic critical zone: Long term hydrochemical trends and isotopic survey. Chemical Geology, 2021, 585, pp.120567. ⟨10.1016/j.chemgeo.2021.120567⟩. ⟨hal-03823037⟩",https://hal.science/hal-03823037v1,file,ART,2021
179,HAL, Zone Atelier Seine,3821396,"Danièle Valdes, Ningxin Chen, Marc Dumont, Christelle Marlin, Hélène Blanchoud, et al.. Transfer of water and contaminants in the Chalk unsaturated zone – underground quarry of Saint-Martin-le-Nœud. The Geological Society, London, Special Publications, 2022, 517 (1), ⟨10.1144/SP517-2020-231⟩. ⟨hal-03820149⟩",https://hal.science/hal-03820149v1,file,ART,2022
180,HAL, Zone atelier Pyrénées Garonne,3821379,"Isabelle Charpentier, Cécile Pignol, Wilfried Heintz, Mathias Rouan, David Sarramia. FAIR serait bien, bien FAIR”e” serait mieux. LES PROSPECTIVES DE L'INSTITUT ECOLOGIE ET ENVIRONNEMENT DU CNRS (INEE) 2021, Oct 2022, La Rochelle, France. ⟨hal-03821379⟩",https://hal.science/hal-03821379v1,annex,COMM,2022
181,HAL, Zone atelier Alpes,3821379,"Isabelle Charpentier, Cécile Pignol, Wilfried Heintz, Mathias Rouan, David Sarramia. FAIR serait bien, bien FAIR”e” serait mieux. LES PROSPECTIVES DE L'INSTITUT ECOLOGIE ET ENVIRONNEMENT DU CNRS (INEE) 2021, Oct 2022, La Rochelle, France. ⟨hal-03821379⟩",https://hal.science/hal-03821379v1,annex,COMM,2022
182,HAL, Zone atelier Brest Iroise,3821379,"Isabelle Charpentier, Cécile Pignol, Wilfried Heintz, Mathias Rouan, David Sarramia. FAIR serait bien, bien FAIR”e” serait mieux. LES PROSPECTIVES DE L'INSTITUT ECOLOGIE ET ENVIRONNEMENT DU CNRS (INEE) 2021, Oct 2022, La Rochelle, France. ⟨hal-03821379⟩",https://hal.science/hal-03821379v1,annex,COMM,2022
183,HAL, Zone atelier environnementale urbaine,3821379,"Isabelle Charpentier, Cécile Pignol, Wilfried Heintz, Mathias Rouan, David Sarramia. FAIR serait bien, bien FAIR”e” serait mieux. LES PROSPECTIVES DE L'INSTITUT ECOLOGIE ET ENVIRONNEMENT DU CNRS (INEE) 2021, Oct 2022, La Rochelle, France. ⟨hal-03821379⟩",https://hal.science/hal-03821379v1,annex,COMM,2022
184,HAL,Zone atelier territoires uranifères,3821379,"Isabelle Charpentier, Cécile Pignol, Wilfried Heintz, Mathias Rouan, David Sarramia. FAIR serait bien, bien FAIR”e” serait mieux. LES PROSPECTIVES DE L'INSTITUT ECOLOGIE ET ENVIRONNEMENT DU CNRS (INEE) 2021, Oct 2022, La Rochelle, France. ⟨hal-03821379⟩",https://hal.science/hal-03821379v1,annex,COMM,2022
185,HAL, Zone atelier Hwange,3818094,"Marie-Caroline Prima, Thierry Duchesne, Jerod A Merkle, Simon Chamaillé-Jammes, Daniel Fortin. Multi-mode movement decisions across widely ranging behavioral processes. PLoS ONE, 2022, 17 (8), pp.e0272538. ⟨10.1371/journal.pone.0272538⟩. ⟨hal-03818094⟩",https://hal.science/hal-03818094v1,file,ART,2022
186,HAL, Zone atelier Hwange,3817913,"Anne Pandraud, Adrian M Shrader, Arnold Tshipa, Nobesuthu Ngwenya, Simon Chamaillé-Jammes. Cueing on distant conditions before migrating does not prevent false starts: a case study with African elephants. Oecologia, 2022, 198 (4), pp.957-966. ⟨10.1007/s00442-022-05148-1⟩. ⟨hal-03817913⟩",https://hal.science/hal-03817913v1,file,ART,2022
187,HAL, Zone atelier Hwange,3811764,"Nicolas Ferry, Stéphane Dray, Hervé Fritz, Audrey Ipavec, Benjamin Wigley, et al.. Long‐term high densities of African elephants clear the understorey and promote a new stable savanna woodland community. Journal of Vegetation Science, 2021, 32 (6), ⟨10.1111/jvs.13101⟩. ⟨hal-03521533⟩",https://hal.inrae.fr/hal-03521533v1,file,ART,2021
